cyp2c19,cyp2d6,cyp3a4,cyp1a2,cyp2c9,CID,SID
1.0,,0.0,0.0,1.0,9549406.0,14721880.0
0.0,0.0,,0.0,0.0,3227524.0,14721882.0
,0.0,,,,966752.0,14721885.0
1.0,0.0,0.0,,,5446057.0,14721887.0
1.0,1.0,0.0,1.0,,858213.0,14721893.0
,0.0,0.0,0.0,0.0,3223609.0,14721895.0
1.0,0.0,0.0,,,3220227.0,14721896.0
,0.0,0.0,0.0,0.0,3220423.0,14721902.0
1.0,,0.0,0.0,1.0,3224939.0,14721904.0
1.0,0.0,0.0,0.0,0.0,3227089.0,14721905.0
1.0,0.0,0.0,0.0,1.0,3222852.0,14721907.0
1.0,,,,1.0,3136029.0,14721908.0
,0.0,0.0,1.0,,610938.0,14721914.0
,0.0,0.0,,0.0,1086325.0,14721922.0
1.0,,0.0,,1.0,2961877.0,14721947.0
,0.0,0.0,0.0,0.0,3218481.0,14721949.0
0.0,1.0,0.0,1.0,0.0,9549410.0,14721957.0
,0.0,0.0,0.0,0.0,808574.0,14721971.0
,0.0,,0.0,0.0,2950283.0,14722018.0
0.0,0.0,,0.0,0.0,5771241.0,14722077.0
1.0,,1.0,0.0,1.0,3190067.0,14722081.0
0.0,,0.0,0.0,0.0,5771249.0,14722102.0
,0.0,0.0,0.0,0.0,5771250.0,14722111.0
,0.0,0.0,0.0,0.0,3212940.0,14722117.0
,0.0,,0.0,0.0,5771251.0,14722120.0
,0.0,,0.0,0.0,1155314.0,14722127.0
,0.0,0.0,0.0,,3212980.0,14722128.0
0.0,,0.0,0.0,0.0,6154050.0,14722144.0
,0.0,1.0,1.0,,3227517.0,14722148.0
1.0,,1.0,1.0,1.0,1438980.0,14722149.0
1.0,0.0,,,,3229404.0,14722152.0
1.0,0.0,,1.0,,754790.0,14722158.0
1.0,1.0,,1.0,1.0,1094080.0,14722164.0
,0.0,0.0,0.0,0.0,1444042.0,14722166.0
1.0,0.0,1.0,1.0,1.0,736553.0,14722168.0
1.0,0.0,1.0,1.0,1.0,3230510.0,14722171.0
0.0,0.0,0.0,0.0,,3146573.0,14722183.0
1.0,,0.0,0.0,,3220800.0,14722185.0
,0.0,,,0.0,3230886.0,14722188.0
1.0,1.0,1.0,1.0,1.0,750996.0,14722190.0
1.0,1.0,,1.0,,1439038.0,14722192.0
,0.0,,0.0,,900690.0,14722193.0
,0.0,,0.0,1.0,9549427.0,14722195.0
1.0,0.0,,,,1462226.0,14722196.0
1.0,0.0,0.0,1.0,0.0,753452.0,14722197.0
,0.0,,0.0,0.0,2928120.0,14722198.0
,0.0,0.0,,0.0,891235.0,14722199.0
,,0.0,0.0,0.0,2940074.0,14722200.0
1.0,,,,,2949967.0,14722201.0
1.0,,1.0,0.0,,3229592.0,14722202.0
1.0,0.0,0.0,0.0,0.0,2928875.0,14722206.0
1.0,0.0,1.0,,,2952012.0,14722207.0
1.0,0.0,1.0,0.0,1.0,3187679.0,14722468.0
1.0,0.0,1.0,1.0,1.0,1453790.0,14722569.0
1.0,0.0,1.0,,1.0,1466061.0,14722575.0
1.0,1.0,1.0,0.0,,3206934.0,14722619.0
1.0,,1.0,,1.0,1463915.0,14722620.0
,0.0,0.0,,0.0,797772.0,14722621.0
,0.0,,0.0,1.0,5730856.0,14722623.0
1.0,,1.0,,1.0,1467342.0,14722625.0
,0.0,1.0,0.0,,3206948.0,14722626.0
,0.0,1.0,0.0,0.0,3194417.0,14722628.0
0.0,0.0,0.0,0.0,0.0,1174632.0,14722629.0
0.0,0.0,0.0,,0.0,717927.0,14722631.0
1.0,0.0,1.0,,,3183649.0,14722635.0
0.0,0.0,1.0,0.0,,3186730.0,14722637.0
1.0,,,,,1459121.0,14722640.0
1.0,1.0,1.0,,1.0,1464427.0,14722641.0
,,1.0,,,3200461.0,14722642.0
0.0,0.0,0.0,0.0,0.0,3149564.0,14722644.0
1.0,,1.0,0.0,,3207101.0,14722649.0
1.0,0.0,1.0,,1.0,1428872.0,14722650.0
0.0,0.0,0.0,0.0,0.0,3150950.0,14722652.0
,0.0,,,0.0,1459022.0,14722654.0
1.0,,1.0,1.0,1.0,3149456.0,14722655.0
1.0,0.0,,0.0,1.0,3214073.0,14722656.0
1.0,,1.0,,,3204316.0,14722657.0
1.0,,1.0,,1.0,3216649.0,14722666.0
1.0,,,,1.0,135466676.0,14722678.0
,0.0,0.0,,0.0,3149629.0,14722695.0
1.0,0.0,0.0,,1.0,3193030.0,14722704.0
1.0,0.0,,0.0,1.0,3193029.0,14722719.0
0.0,0.0,0.0,0.0,,135473402.0,14722887.0
0.0,0.0,0.0,0.0,0.0,842761.0,14722890.0
,0.0,,0.0,0.0,3155735.0,14722895.0
0.0,0.0,0.0,0.0,0.0,135471693.0,14722901.0
1.0,0.0,1.0,0.0,,3155736.0,14722903.0
0.0,0.0,0.0,0.0,,893945.0,14722908.0
,0.0,0.0,,1.0,135456359.0,14722909.0
1.0,0.0,1.0,0.0,,1091555.0,14722911.0
1.0,0.0,0.0,0.0,,954451.0,14722916.0
0.0,,0.0,,,746778.0,14722917.0
,0.0,0.0,,,1085922.0,14722918.0
,0.0,0.0,,,893928.0,14722923.0
0.0,0.0,0.0,0.0,0.0,900503.0,14722924.0
0.0,0.0,0.0,,0.0,135473405.0,14722925.0
,0.0,,0.0,,1084427.0,14722932.0
,0.0,0.0,0.0,0.0,2959660.0,14722936.0
1.0,,1.0,1.0,1.0,1079369.0,14722941.0
0.0,0.0,,0.0,,3156693.0,14722945.0
,,0.0,0.0,1.0,754780.0,14722950.0
0.0,0.0,,0.0,1.0,754782.0,14722957.0
,,0.0,0.0,,1080143.0,14722958.0
,,0.0,0.0,0.0,1080151.0,14722960.0
1.0,,1.0,1.0,1.0,135422791.0,14723060.0
,0.0,,,1.0,914418.0,14723140.0
1.0,,,1.0,,3147109.0,14723141.0
0.0,0.0,0.0,0.0,0.0,1445148.0,14723143.0
0.0,0.0,0.0,0.0,,1008028.0,14723147.0
,,,,1.0,979832.0,14723151.0
0.0,,,1.0,0.0,920218.0,14723152.0
0.0,0.0,0.0,0.0,,864321.0,14723155.0
0.0,,0.0,0.0,,677934.0,14723158.0
,1.0,0.0,,,730811.0,14723163.0
0.0,,,0.0,,2956112.0,14723166.0
,0.0,0.0,,1.0,135429219.0,14723167.0
,0.0,,,1.0,3157409.0,14723168.0
,0.0,0.0,0.0,0.0,1076825.0,14723172.0
,0.0,0.0,1.0,,754808.0,14723173.0
,,,,,135473412.0,14723177.0
,,1.0,0.0,,1077698.0,14723179.0
0.0,0.0,0.0,0.0,0.0,977259.0,14723182.0
0.0,0.0,0.0,0.0,,1453572.0,14723183.0
1.0,0.0,,0.0,,667700.0,14723185.0
0.0,0.0,1.0,0.0,,967565.0,14723186.0
0.0,0.0,,0.0,,2964004.0,14723187.0
0.0,0.0,,0.0,0.0,1458426.0,14723188.0
,0.0,,0.0,,3155639.0,14723190.0
,0.0,0.0,0.0,0.0,566372.0,14723193.0
,,0.0,,0.0,956601.0,14723195.0
0.0,0.0,,0.0,0.0,875579.0,14723196.0
0.0,0.0,0.0,0.0,0.0,2950312.0,14723197.0
0.0,,0.0,0.0,,2772550.0,14723199.0
,,,0.0,,1383718.0,14723377.0
1.0,0.0,,0.0,1.0,3225852.0,14723382.0
0.0,0.0,0.0,0.0,0.0,3023569.0,14723383.0
0.0,0.0,0.0,0.0,0.0,1078573.0,14723408.0
1.0,0.0,,1.0,1.0,135473422.0,14723415.0
0.0,0.0,0.0,0.0,0.0,2981519.0,14723427.0
,,0.0,1.0,0.0,792246.0,14723549.0
1.0,,0.0,1.0,1.0,856373.0,14723667.0
1.0,,1.0,0.0,,3222353.0,14723675.0
,,0.0,0.0,0.0,3217176.0,14723680.0
1.0,0.0,1.0,0.0,1.0,3216657.0,14723683.0
,0.0,,1.0,0.0,865615.0,14723684.0
1.0,0.0,,1.0,,1164143.0,14723693.0
,,,1.0,,860743.0,14723694.0
1.0,,,,,855132.0,14723697.0
,0.0,,0.0,0.0,995895.0,14723699.0
,0.0,1.0,0.0,0.0,1081043.0,14723702.0
1.0,0.0,0.0,1.0,,864707.0,14723707.0
1.0,0.0,0.0,1.0,0.0,745721.0,14723709.0
,,,1.0,1.0,3213217.0,14723711.0
,1.0,1.0,1.0,,3167046.0,14723715.0
1.0,0.0,0.0,1.0,,856217.0,14723718.0
1.0,1.0,1.0,1.0,1.0,857997.0,14723719.0
,0.0,0.0,0.0,0.0,864874.0,14723721.0
1.0,0.0,,0.0,1.0,3168398.0,14723722.0
1.0,0.0,,0.0,1.0,3210027.0,14723723.0
1.0,,1.0,,0.0,864596.0,14723724.0
1.0,0.0,1.0,,,1206607.0,14723726.0
,0.0,1.0,0.0,,2791000.0,14723731.0
1.0,,,,,1143970.0,14723733.0
1.0,0.0,1.0,0.0,1.0,1071707.0,14723734.0
,0.0,,1.0,1.0,1113795.0,14723737.0
1.0,0.0,,0.0,1.0,3221946.0,14723739.0
1.0,0.0,0.0,,,3151613.0,14723741.0
1.0,0.0,,1.0,0.0,798516.0,14723743.0
1.0,0.0,1.0,,1.0,1132108.0,14723744.0
,0.0,,,1.0,3143703.0,14723745.0
1.0,0.0,1.0,0.0,,3222352.0,14723746.0
,0.0,,0.0,0.0,3213139.0,14723747.0
,,0.0,0.0,0.0,1451140.0,14723750.0
,1.0,0.0,0.0,0.0,750910.0,14723762.0
1.0,,0.0,0.0,,1437901.0,14723764.0
1.0,,,0.0,0.0,1469608.0,14723765.0
,0.0,,0.0,1.0,5892636.0,14723766.0
1.0,0.0,1.0,0.0,1.0,3216651.0,14723770.0
,0.0,,0.0,,3219747.0,14723778.0
1.0,,0.0,,,3214390.0,14723786.0
1.0,,,,,955158.0,14723789.0
1.0,,1.0,0.0,,3229174.0,14723790.0
,0.0,0.0,1.0,0.0,1084686.0,14723793.0
1.0,0.0,0.0,,1.0,1147646.0,14723798.0
1.0,1.0,1.0,0.0,1.0,3224647.0,14723800.0
1.0,0.0,,,1.0,1437041.0,14723801.0
1.0,,0.0,1.0,,1462058.0,14723802.0
,1.0,,,,808870.0,14723808.0
0.0,0.0,0.0,0.0,,3224554.0,14723814.0
1.0,0.0,,0.0,0.0,1089009.0,14723815.0
,0.0,,0.0,0.0,2946384.0,14723821.0
1.0,0.0,,1.0,,1085355.0,14723822.0
0.0,,,0.0,,3149519.0,14723823.0
,,,0.0,,3193602.0,14723837.0
1.0,0.0,0.0,0.0,1.0,1440203.0,14723841.0
,1.0,,0.0,0.0,3193591.0,14723845.0
1.0,0.0,,1.0,0.0,2962052.0,14723852.0
1.0,0.0,,1.0,1.0,974001.0,14723854.0
,,0.0,0.0,,2901182.0,14723857.0
1.0,,,0.0,,2964777.0,14723858.0
0.0,0.0,,0.0,,1075560.0,14723860.0
1.0,,0.0,,1.0,9549457.0,14723862.0
,0.0,1.0,1.0,1.0,821749.0,14723867.0
,0.0,0.0,0.0,1.0,3228928.0,14723876.0
0.0,0.0,,0.0,1.0,3157656.0,14723880.0
1.0,,0.0,,,9549458.0,14723881.0
1.0,0.0,0.0,1.0,,790700.0,14723887.0
1.0,,,1.0,1.0,3225225.0,14723889.0
0.0,,0.0,0.0,,2183977.0,14723890.0
,0.0,0.0,0.0,0.0,9549459.0,14723892.0
1.0,0.0,,0.0,,824800.0,14723898.0
,0.0,0.0,,,735621.0,14723899.0
0.0,,0.0,,0.0,9549460.0,14723902.0
,0.0,0.0,1.0,0.0,87371.0,14723907.0
,0.0,0.0,0.0,,341876.0,14723909.0
,0.0,1.0,1.0,1.0,2147601.0,14723910.0
1.0,,0.0,1.0,,324932.0,14723912.0
1.0,0.0,,1.0,,2754632.0,14723914.0
1.0,,1.0,1.0,,692199.0,14723915.0
,1.0,1.0,0.0,,1434077.0,14723925.0
0.0,0.0,,0.0,0.0,2772366.0,14723934.0
,0.0,0.0,1.0,,809018.0,14723935.0
0.0,0.0,0.0,,0.0,775387.0,14723937.0
,0.0,0.0,1.0,0.0,678521.0,14723942.0
,,0.0,1.0,,9549465.0,14723948.0
0.0,0.0,0.0,,0.0,702044.0,14723955.0
0.0,0.0,0.0,0.0,0.0,583867.0,14723958.0
0.0,0.0,0.0,0.0,0.0,3173705.0,14723961.0
0.0,0.0,0.0,1.0,1.0,5407249.0,14723964.0
0.0,0.0,0.0,0.0,0.0,577541.0,14723984.0
,0.0,,1.0,0.0,2306705.0,14723987.0
1.0,,0.0,1.0,,2865926.0,14723995.0
,,0.0,0.0,0.0,9549466.0,14724005.0
,0.0,0.0,,0.0,839954.0,14724007.0
,0.0,0.0,,,757848.0,14724009.0
,0.0,,0.0,,1120379.0,14724017.0
1.0,,1.0,1.0,1.0,735606.0,14724018.0
,0.0,,0.0,,1132517.0,14724019.0
1.0,1.0,,0.0,,9549469.0,14724021.0
1.0,0.0,0.0,,1.0,3109471.0,14724023.0
,,0.0,0.0,0.0,3151179.0,14724025.0
1.0,0.0,0.0,0.0,0.0,3212517.0,14724027.0
1.0,0.0,0.0,,0.0,2246718.0,14724031.0
0.0,0.0,0.0,0.0,0.0,3212503.0,14724032.0
0.0,,0.0,0.0,0.0,3218000.0,14724034.0
0.0,0.0,0.0,0.0,0.0,540026.0,14724035.0
0.0,0.0,0.0,,0.0,2906254.0,14724036.0
,0.0,1.0,0.0,0.0,3095236.0,14724037.0
,0.0,,0.0,,3212509.0,14724038.0
0.0,0.0,0.0,,0.0,584690.0,14724040.0
1.0,0.0,,,,2267038.0,14724041.0
1.0,0.0,1.0,,,813815.0,14724043.0
1.0,,,0.0,1.0,135473426.0,14724044.0
,0.0,0.0,0.0,0.0,865740.0,14724045.0
,0.0,0.0,0.0,0.0,749781.0,14724049.0
1.0,0.0,0.0,,,776566.0,14724050.0
0.0,0.0,0.0,,,3214093.0,14724051.0
1.0,0.0,,0.0,,3093402.0,14724053.0
0.0,0.0,,0.0,0.0,3090861.0,14724055.0
,1.0,,0.0,0.0,3180819.0,14724056.0
,1.0,,0.0,0.0,3149167.0,14724064.0
1.0,,,,,1088127.0,14724066.0
1.0,0.0,1.0,,,5750899.0,14724068.0
0.0,0.0,,1.0,0.0,200285.0,14724072.0
0.0,0.0,,0.0,0.0,623957.0,14724074.0
0.0,0.0,0.0,,0.0,95778.0,14724077.0
1.0,0.0,1.0,,,2133924.0,14724079.0
1.0,0.0,1.0,,0.0,602836.0,14724088.0
,1.0,,1.0,,9549474.0,14724089.0
0.0,0.0,0.0,0.0,0.0,411284.0,14724090.0
,0.0,0.0,,,138265.0,14724092.0
1.0,,,0.0,0.0,3152148.0,14724093.0
,0.0,,0.0,0.0,3212504.0,14724094.0
0.0,,,0.0,,1109291.0,14724095.0
1.0,,1.0,1.0,1.0,3145751.0,14724096.0
0.0,,,0.0,0.0,3127913.0,14724098.0
1.0,,1.0,,1.0,199391.0,14724099.0
1.0,0.0,,0.0,0.0,2915733.0,14724100.0
,0.0,0.0,,1.0,1409689.0,14724103.0
1.0,0.0,,,1.0,2862026.0,14724105.0
,0.0,0.0,,,790865.0,14724107.0
1.0,0.0,1.0,,,858850.0,14724108.0
,0.0,0.0,0.0,0.0,2900404.0,14724109.0
0.0,0.0,0.0,,1.0,1164873.0,14724110.0
1.0,,,0.0,0.0,1102244.0,14724111.0
0.0,0.0,0.0,,0.0,35306.0,14724112.0
,0.0,,0.0,0.0,829545.0,14724115.0
,0.0,,0.0,,1077243.0,14724116.0
0.0,0.0,,0.0,,1206525.0,14724120.0
0.0,0.0,1.0,1.0,,711023.0,14724121.0
,0.0,0.0,0.0,0.0,3188647.0,14724123.0
1.0,,1.0,,,718782.0,14724124.0
1.0,1.0,0.0,1.0,1.0,860305.0,14724126.0
0.0,0.0,0.0,0.0,,2902822.0,14724129.0
1.0,,,1.0,,81493.0,14724131.0
,0.0,0.0,1.0,,746405.0,14724132.0
1.0,,,1.0,,832425.0,14724133.0
0.0,0.0,1.0,0.0,,3168334.0,14724134.0
1.0,0.0,1.0,1.0,1.0,3145649.0,14724135.0
,0.0,,0.0,,1147953.0,14724137.0
,0.0,,1.0,1.0,698980.0,14724139.0
0.0,0.0,1.0,0.0,,3126093.0,14724140.0
,0.0,,0.0,,135446659.0,14724142.0
,0.0,0.0,0.0,,135421507.0,14724144.0
1.0,,1.0,,,1164115.0,14724146.0
1.0,0.0,0.0,,0.0,3167975.0,14724147.0
,0.0,0.0,0.0,,863032.0,14724148.0
0.0,0.0,0.0,0.0,,764686.0,14724154.0
1.0,,1.0,1.0,1.0,856031.0,14724155.0
1.0,,,1.0,1.0,1570011.0,14724158.0
,,0.0,0.0,,1147951.0,14724159.0
,0.0,,0.0,0.0,1165076.0,14724160.0
,0.0,0.0,0.0,0.0,864892.0,14724161.0
1.0,,0.0,1.0,,864377.0,14724163.0
,0.0,1.0,0.0,,3089939.0,14724164.0
1.0,0.0,,,,3127806.0,14724165.0
,1.0,1.0,,1.0,3148306.0,14724169.0
1.0,,,,,3148114.0,14724170.0
,0.0,,,,3124191.0,14724442.0
1.0,0.0,,,,995281.0,14724662.0
,0.0,,0.0,,5762100.0,14724899.0
,0.0,0.0,1.0,,759315.0,14725772.0
1.0,0.0,1.0,,1.0,2639815.0,14725795.0
,,,1.0,,3124859.0,14725809.0
0.0,1.0,0.0,0.0,,1212787.0,14725960.0
0.0,0.0,0.0,0.0,0.0,704227.0,14725987.0
1.0,0.0,,,1.0,975496.0,14725988.0
,0.0,0.0,1.0,0.0,956334.0,14725994.0
1.0,,0.0,1.0,1.0,892463.0,14725996.0
1.0,0.0,0.0,1.0,1.0,2943319.0,14725997.0
1.0,1.0,1.0,1.0,1.0,2961956.0,14725999.0
0.0,,0.0,0.0,0.0,2947140.0,14726000.0
1.0,,0.0,,0.0,1082794.0,14726006.0
0.0,0.0,0.0,0.0,0.0,2947870.0,14726008.0
0.0,0.0,,0.0,,953631.0,14726014.0
1.0,,0.0,,,1093252.0,14726020.0
,,0.0,0.0,0.0,824053.0,14726021.0
0.0,0.0,0.0,0.0,0.0,958663.0,14726029.0
1.0,0.0,0.0,,,731826.0,14726031.0
1.0,0.0,0.0,,1.0,3152644.0,14726032.0
1.0,1.0,1.0,,1.0,893225.0,14726033.0
1.0,0.0,1.0,0.0,1.0,3209417.0,14726034.0
1.0,0.0,1.0,1.0,,3213522.0,14726036.0
,0.0,0.0,0.0,0.0,3230874.0,14726040.0
1.0,0.0,,,,709844.0,14726044.0
1.0,0.0,1.0,1.0,1.0,757551.0,14726045.0
1.0,0.0,0.0,0.0,0.0,1444048.0,14726046.0
1.0,0.0,0.0,1.0,,828591.0,14726047.0
1.0,0.0,,,,1082873.0,14726048.0
1.0,0.0,0.0,,,1085672.0,14726049.0
0.0,0.0,,0.0,,753734.0,14726050.0
,0.0,,,1.0,2947603.0,14726055.0
,0.0,,,0.0,3152931.0,14726057.0
1.0,1.0,,,1.0,1451751.0,14726060.0
,0.0,0.0,,0.0,807780.0,14726061.0
0.0,0.0,0.0,0.0,,3157847.0,14726063.0
1.0,,1.0,0.0,1.0,1439003.0,14726064.0
0.0,0.0,0.0,0.0,0.0,713980.0,14726065.0
1.0,0.0,,1.0,,3231375.0,14726066.0
0.0,0.0,,0.0,0.0,3220152.0,14726067.0
,0.0,0.0,,1.0,890055.0,14726069.0
0.0,0.0,0.0,0.0,0.0,2951196.0,14726070.0
1.0,0.0,0.0,0.0,,878243.0,14726071.0
,0.0,,0.0,,3157861.0,14726072.0
1.0,0.0,0.0,1.0,,3212920.0,14726076.0
0.0,,0.0,,,913933.0,14726079.0
1.0,0.0,1.0,,1.0,3227271.0,14726080.0
,,,,1.0,3190586.0,14726081.0
1.0,,1.0,0.0,1.0,3229317.0,14726082.0
,,,0.0,0.0,1446442.0,14726084.0
0.0,0.0,,1.0,0.0,882019.0,14726085.0
1.0,0.0,,,1.0,3223830.0,14726088.0
1.0,,1.0,0.0,1.0,1118272.0,14726089.0
1.0,0.0,,0.0,1.0,3229130.0,14726090.0
,,,0.0,,2932002.0,14726091.0
,0.0,0.0,1.0,0.0,1447060.0,14726094.0
0.0,,0.0,0.0,0.0,952830.0,14726095.0
,0.0,,,0.0,752974.0,14726097.0
,0.0,0.0,0.0,,3231509.0,14726099.0
,0.0,0.0,,0.0,2938038.0,14726101.0
0.0,1.0,,,,2950763.0,14726102.0
1.0,0.0,0.0,1.0,,801165.0,14726103.0
0.0,0.0,0.0,0.0,0.0,1447072.0,14726104.0
1.0,0.0,0.0,0.0,0.0,3230989.0,14726105.0
,,1.0,0.0,1.0,3220716.0,14726106.0
,,,1.0,,871225.0,14726108.0
,,1.0,,0.0,3219705.0,14726109.0
0.0,0.0,0.0,,,889019.0,14726110.0
1.0,0.0,1.0,1.0,,3231177.0,14726111.0
0.0,0.0,0.0,,0.0,899477.0,14726114.0
,0.0,0.0,0.0,0.0,1452858.0,14726117.0
0.0,0.0,0.0,,0.0,1865829.0,14726120.0
,0.0,0.0,,,532005.0,14726121.0
0.0,,,0.0,,1374340.0,14726123.0
,0.0,,1.0,,718799.0,14726209.0
0.0,0.0,0.0,0.0,,1183489.0,14726277.0
0.0,0.0,0.0,0.0,0.0,1439317.0,14726293.0
1.0,0.0,1.0,1.0,1.0,713068.0,14726294.0
,0.0,,0.0,,690372.0,14726295.0
0.0,0.0,0.0,1.0,,1120919.0,14726301.0
1.0,0.0,0.0,1.0,1.0,723583.0,14726306.0
,0.0,,,,709452.0,14726308.0
1.0,,,1.0,,2950250.0,14726309.0
,0.0,0.0,0.0,0.0,2906053.0,14726314.0
1.0,0.0,1.0,,,709454.0,14726316.0
1.0,,,1.0,1.0,2131650.0,14726317.0
1.0,0.0,1.0,0.0,1.0,2949736.0,14726321.0
0.0,0.0,0.0,,0.0,1448315.0,14726322.0
1.0,,1.0,1.0,,2891734.0,14726324.0
1.0,0.0,,0.0,0.0,972908.0,14726325.0
,0.0,,0.0,1.0,1092650.0,14726326.0
,0.0,0.0,,0.0,821543.0,14726333.0
1.0,0.0,,,,2950078.0,14726339.0
1.0,0.0,1.0,1.0,,713364.0,14726341.0
,0.0,0.0,1.0,0.0,1088144.0,14726342.0
,0.0,0.0,1.0,,99331.0,14726347.0
1.0,0.0,,1.0,1.0,713367.0,14726349.0
,0.0,0.0,1.0,,1088873.0,14726350.0
1.0,0.0,,1.0,,1074063.0,14726356.0
1.0,0.0,0.0,1.0,0.0,742487.0,14726357.0
,0.0,0.0,0.0,0.0,1452223.0,14726365.0
,0.0,,0.0,0.0,1079186.0,14726366.0
1.0,0.0,1.0,0.0,0.0,3156113.0,14726368.0
1.0,0.0,,1.0,1.0,3230943.0,14726371.0
,1.0,0.0,1.0,,3146028.0,14726376.0
1.0,,,,,9549590.0,14726378.0
,0.0,0.0,0.0,,3219665.0,14726385.0
,,0.0,1.0,,974630.0,14726390.0
,,,,1.0,9549591.0,14726391.0
1.0,0.0,1.0,1.0,,3230390.0,14726400.0
1.0,,1.0,1.0,,3157311.0,14726407.0
1.0,0.0,1.0,0.0,,3230213.0,14726408.0
1.0,0.0,0.0,,,1114207.0,14726409.0
1.0,0.0,0.0,1.0,,941243.0,14726413.0
1.0,,1.0,1.0,,930382.0,14726414.0
0.0,0.0,0.0,0.0,,3229088.0,14726415.0
,1.0,,,1.0,9549594.0,14726423.0
,0.0,,0.0,0.0,1454560.0,14726431.0
,0.0,,,,960143.0,14726432.0
1.0,,0.0,,,1449293.0,14726437.0
1.0,1.0,,,,1088487.0,14726438.0
,0.0,0.0,,,1454561.0,14726440.0
,0.0,0.0,1.0,,2173744.0,14726445.0
1.0,,,0.0,1.0,1088529.0,14726446.0
0.0,0.0,,0.0,0.0,9549604.0,14726681.0
1.0,1.0,,1.0,1.0,1147018.0,14726691.0
1.0,,,0.0,,585328.0,14726702.0
0.0,0.0,0.0,0.0,0.0,1089226.0,14726707.0
1.0,1.0,1.0,1.0,1.0,3158430.0,14726715.0
1.0,1.0,1.0,1.0,,2962243.0,14726726.0
,0.0,0.0,,0.0,3153873.0,14726746.0
,0.0,0.0,1.0,0.0,688763.0,14726747.0
1.0,0.0,,,,893243.0,14726752.0
1.0,,,1.0,,145611.0,14727019.0
0.0,,0.0,0.0,,2836220.0,14727054.0
1.0,1.0,,,1.0,2932804.0,14727057.0
,0.0,0.0,,0.0,992692.0,14727060.0
1.0,,1.0,,0.0,778969.0,14727063.0
,,1.0,1.0,0.0,867822.0,14727064.0
,,1.0,0.0,1.0,1096252.0,14727071.0
1.0,,,0.0,,3100210.0,14727074.0
1.0,0.0,1.0,,,673359.0,14727076.0
1.0,1.0,1.0,1.0,1.0,3131058.0,14727081.0
1.0,0.0,1.0,,,1092711.0,14727086.0
,0.0,0.0,1.0,0.0,2264287.0,14727090.0
,0.0,0.0,0.0,0.0,1451400.0,14727107.0
0.0,0.0,0.0,0.0,,3155148.0,14727112.0
,0.0,0.0,1.0,,2913552.0,14727114.0
,0.0,,1.0,,1438328.0,14727117.0
0.0,0.0,0.0,,0.0,3158288.0,14727129.0
,0.0,,0.0,0.0,1071968.0,14727130.0
,0.0,0.0,,1.0,1462267.0,14727133.0
1.0,,,1.0,,3212955.0,14727134.0
1.0,,1.0,,1.0,1091748.0,14727135.0
1.0,,,1.0,,1093875.0,14727137.0
1.0,,,,,5731073.0,14727139.0
,0.0,0.0,,0.0,1452219.0,14727146.0
1.0,1.0,1.0,,1.0,3225118.0,14727147.0
1.0,0.0,,0.0,,1095461.0,14727150.0
,,,1.0,0.0,941377.0,14727151.0
0.0,0.0,0.0,,0.0,3095116.0,14727154.0
1.0,0.0,,0.0,,848452.0,14727155.0
1.0,1.0,,1.0,,942367.0,14727156.0
1.0,1.0,1.0,1.0,1.0,135459277.0,14727157.0
1.0,0.0,0.0,0.0,0.0,1444530.0,14727158.0
,0.0,0.0,0.0,,2880236.0,14727159.0
1.0,1.0,0.0,,0.0,2870139.0,14727160.0
1.0,0.0,,1.0,,904181.0,14727162.0
1.0,0.0,1.0,1.0,,2897699.0,14727164.0
1.0,,1.0,0.0,,9549619.0,14727165.0
,,1.0,,1.0,3132854.0,14727166.0
,0.0,0.0,0.0,,700567.0,14727167.0
1.0,,,,,1371243.0,14727172.0
,0.0,0.0,,1.0,3129653.0,14727173.0
,0.0,,,,1366893.0,14727175.0
1.0,,,,1.0,1091610.0,14727178.0
1.0,0.0,1.0,0.0,1.0,3225147.0,14727179.0
1.0,0.0,0.0,1.0,,2877313.0,14727180.0
,0.0,,,,1092646.0,14727186.0
,0.0,0.0,0.0,0.0,1088676.0,14727188.0
,0.0,,,,2962210.0,14727189.0
1.0,0.0,0.0,0.0,,974132.0,14727194.0
1.0,,1.0,,1.0,3225382.0,14727198.0
1.0,,,,,828252.0,14727199.0
1.0,,0.0,1.0,,3212965.0,14727205.0
1.0,,1.0,,,1452351.0,14727206.0
1.0,,,,,3158127.0,14727207.0
,0.0,,0.0,0.0,3111843.0,14727208.0
0.0,0.0,0.0,,0.0,757997.0,14727209.0
0.0,0.0,1.0,0.0,0.0,3212510.0,14727211.0
1.0,0.0,0.0,1.0,,3158169.0,14727215.0
1.0,,,,,2082722.0,14727216.0
1.0,,,1.0,1.0,3157896.0,14727217.0
1.0,0.0,0.0,,1.0,1091766.0,14727218.0
1.0,0.0,0.0,0.0,0.0,2948751.0,14727222.0
0.0,0.0,1.0,1.0,,1093844.0,14727223.0
0.0,,,,0.0,1132927.0,14727225.0
0.0,0.0,0.0,0.0,0.0,2956537.0,14727226.0
1.0,,,1.0,1.0,3157897.0,14727227.0
1.0,,,1.0,,1084316.0,14727229.0
1.0,1.0,0.0,,,1096489.0,14727230.0
,0.0,,,,1096329.0,14727232.0
1.0,,0.0,,1.0,1093845.0,14727233.0
,1.0,,0.0,0.0,9549621.0,14727235.0
1.0,0.0,0.0,,,893108.0,14727237.0
1.0,0.0,,1.0,,3153926.0,14727238.0
